Scenario,Region,Battery_cost_Region,Battery_cost_Measure,Year,Battery_cost,Sales,Total_cost
Reference,Other Americas,World,Min,2044,3321.746676855674,1304641.0000000002,4333686906.239664
Reference,Other Americas,World,Min,2045,3267.1812208575966,1418821.9999999995,4635548594.139615
Reference,Other Americas,World,Min,2046,3212.7648508048683,1670206.0000000005,5365979130.403398
Reference,Other Americas,World,Min,2047,3158.3484807521404,1858694.9999999993,5870406529.431598
Reference,Other Americas,World,Min,2048,3103.932110699412,2045918.0,6350390576.0579195
Reference,Other Americas,World,Min,2049,3049.3666547013345,2228492.0,6795489195.0686865
Reference,Other Americas,World,Min,2050,2994.950284648606,2404711.9999999995,7201992888.897917
Reference,Russia,China,Max,2018,5946.805951935694,6159.9999999999,36632324.66392328
Reference,Russia,China,Max,2019,5946.805951935694,6159.9999999999,36632324.66392328
Reference,Russia,China,Max,2020,5946.805951935694,5150.0,30626050.652468823
Reference,Russia,China,Max,2021,5696.945892423759,5933.0,33799979.979750164
Reference,Russia,China,Max,2022,5447.768510670054,12020.0,65482177.498254046
Reference,Russia,China,Max,2023,5198.591128916349,11813.9999999999,61416155.59701722
Reference,Russia,China,Max,2024,4949.413747162643,13958.0,69083917.08289617
Reference,Russia,China,Max,2025,4699.5536876507085,16257.999999999902,76405343.85382476
Reference,Russia,China,Max,2026,4450.376305897003,19285.9999999999,85829957.43552916
Reference,Russia,China,Max,2027,4201.198924143297,21674.0,91056785.48188181
Reference,Russia,China,Max,2028,3952.021542389592,26017.0,102819744.46835001
Reference,Russia,China,Max,2029,3702.161482877657,33384.0,123592958.9443877
Reference,Russia,China,Max,2030,3452.9841011239514,37591.999999999905,129804578.32945125
Reference,Russia,China,Max,2031,3433.813986333317,45271.0,155452192.9752956
Reference,Russia,China,Max,2032,3414.643871542683,58282.0,199012274.12125066
Reference,Russia,China,Max,2033,3395.421235889609,65670.9999999999,222980707.98210615
Reference,Russia,China,Max,2034,3376.251121098974,79187.0,267355197.52646446
Reference,Russia,China,Max,2035,3357.0810063083404,102012.9999999999,342465904.69653237
Reference,Russia,China,Max,2036,3337.9108915177067,115309.0,384891166.9900152
Reference,Russia,China,Max,2037,3318.688255864632,148394.0,492473425.0407762
Reference,Russia,China,Max,2038,3299.518141073998,189589.0,625552344.8480781
Reference,Russia,China,Max,2039,3280.348026283364,240787.0,789865160.2046924
Reference,Russia,China,Max,2040,3261.17791149273,304185.99999999977,992004664.1853268
Reference,Russia,China,Max,2041,3241.9552758396558,382271.0,1239305485.2505012
Reference,Russia,China,Max,2042,3222.7851610490216,456448.9999999999,1471037063.9756644
Reference,Russia,China,Max,2043,3203.615046258388,593436.0000000001,1901140498.591393
Reference,Russia,China,Max,2044,3184.444931467753,731055.0,2328004389.3741584
Reference,Russia,China,Max,2045,3165.222295814679,839896.0000000005,2658457545.365567
Reference,Russia,China,Max,2046,3146.052181024045,1080203.0,3398375004.0987163
Reference,Russia,China,Max,2047,3126.8820662334106,1290480.9999999998,4035181895.714957
Reference,Russia,China,Max,2048,3107.7119514427764,1522266.9999999993,4730767349.186938
Reference,Russia,China,Max,2049,3088.4893157897022,1770877.0000000005,5469334694.077722
Reference,Russia,China,Max,2050,3069.319200999068,2138690.0000000005,6564322281.984698
Reference,Russia,China,Min,2018,4987.643701623485,6159.9999999999,30723885.202000167
Reference,Russia,China,Min,2019,4987.643701623485,6159.9999999999,30723885.202000167
Reference,Russia,China,Min,2020,4987.643701623485,5150.0,25686365.063360948
Reference,Russia,China,Min,2021,4776.2236512672325,5933.0,28337334.922968492
Reference,Russia,China,Min,2022,4565.381251321789,12020.0,54875882.6408879
Reference,Russia,China,Min,2023,4354.538851376346,11813.9999999999,51444521.99015972
Reference,Russia,China,Min,2024,4143.696451430904,13958.0,57837715.06907255
Reference,Russia,China,Min,2025,3932.276401074651,16257.999999999902,63930949.72867129
Reference,Russia,China,Min,2026,3721.434001129208,19285.9999999999,71771576.14577754
Reference,Russia,China,Min,2027,3510.591601183765,21674.0,76088562.36405692
Reference,Russia,China,Min,2028,3299.749201238322,26017.0,85849574.96861742
Reference,Russia,China,Min,2029,3088.3291508820694,33384.0,103100780.37304701
Reference,Russia,China,Min,2030,2877.4867509366263,37591.999999999905,108170481.94120939
Reference,Russia,China,Min,2031,2839.146521355358,45271.0,128531002.16827841
Reference,Russia,China,Min,2032,2800.80629177409,58282.0,163236592.2971775
Reference,Russia,China,Min,2033,2762.361020467941,65670.9999999999,181407010.5751499
Reference,Russia,China,Min,2034,2724.020790886673,79187.0,215707034.36794296
Reference,Russia,China,Min,2035,2685.6805613054044,102012.9999999999,273974331.10044795
Reference,Russia,China,Min,2036,2647.3403317241364,115309.0,305262166.31077844
Reference,Russia,China,Min,2037,2608.895060417988,148394.0,387144373.59566694
Reference,Russia,China,Min,2038,2570.5548308367192,189589.0,487348919.8235028
Reference,Russia,China,Min,2039,2532.2146012554517,240787.0,609724357.1924964
Reference,Russia,China,Min,2040,2493.874371674183,304185.99999999977,758601669.6220824
Reference,Russia,China,Min,2041,2455.429100368034,382271.0,938639337.6267887
Reference,Russia,China,Min,2042,2417.088870786766,456448.9999999999,1103277797.9817483
Reference,Russia,China,Min,2043,2378.7486412054977,593436.0000000001,1411635078.642426
Reference,Russia,China,Min,2044,2340.4084116242293,731055.0,1710967271.359951
Reference,Russia,China,Min,2045,2301.963140318081,839896.0000000005,1933409633.700596
Reference,Russia,China,Min,2046,2263.6229107368126,1080203.0,2445172259.046637
Reference,Russia,China,Min,2047,2225.282681155544,1290480.9999999998,2871685019.6602874
Reference,Russia,China,Min,2048,2186.942451574276,1522266.9999999993,3329110324.9306173
Reference,Russia,China,Min,2049,2148.4971802681275,1770877.0000000005,3804724241.1016817
Reference,Russia,China,Min,2050,2110.156950686859,2138690.0000000005,4512971568.86448
Reference,Russia,USA,Max,2018,13159.89631048555,6159.9999999999,81064961.27258967
Reference,Russia,USA,Max,2019,13159.89631048555,6159.9999999999,81064961.27258967
Reference,Russia,USA,Max,2020,13159.89631048555,5150.0,67773465.99900058
Reference,Russia,USA,Max,2021,12606.972185857185,5933.0,74797165.97869068
Reference,Russia,USA,Max,2022,12055.558782880806,12020.0,144907816.5702273
Reference,Russia,USA,Max,2023,11504.145379904428,11813.9999999999,135909973.51818976
Reference,Russia,USA,Max,2024,10952.73197692805,13958.0,152878232.93396172
Reference,Russia,USA,Max,2025,10399.807852299682,16257.999999999902,169080076.06268722
Reference,Russia,USA,Max,2026,9848.394449323305,19285.9999999999,189936135.3496483
Reference,Russia,USA,Max,2027,9296.981046346926,21674.0,201502767.19852328
Reference,Russia,USA,Max,2028,8745.567643370548,26017.0,227533433.37757155
Reference,Russia,USA,Max,2029,8192.643518742181,33384.0,273503211.229689
Reference,Russia,USA,Max,2030,7641.230115765803,37591.999999999905,287249122.51186734
Reference,Russia,USA,Max,2031,7598.807893661392,45271.0,344005632.15394485
Reference,Russia,USA,Max,2032,7556.385671556981,58282.0,440401269.70968395
Reference,Russia,USA,Max,2033,7513.84722418653,65670.9999999999,493441861.05955285
Reference,Russia,USA,Max,2034,7471.425002082118,79187.0,591639731.6398767
Reference,Russia,USA,Max,2035,7429.002779977707,102012.9999999999,757854860.593865
Reference,Russia,USA,Max,2036,7386.580557873296,115309.0,851739217.5478119
Reference,Russia,USA,Max,2037,7344.042110502845,148394.0,1089811784.9459593
Reference,Russia,USA,Max,2038,7301.619888398434,189589.0,1384306813.0215707
Reference,Russia,USA,Max,2039,7259.197666294023,240787.0,1747920428.473939
Reference,Russia,USA,Max,2040,7216.775444189611,304185.99999999977,2195242055.2662597
Reference,Russia,USA,Max,2041,7174.236996819161,382271.0,2742502751.0110574
Reference,Russia,USA,Max,2042,7131.81477471475,456448.9999999999,3255309722.1037717
Reference,Russia,USA,Max,2043,7089.3925526103385,593436.0000000001,4207100758.8508697
Reference,Russia,USA,Max,2044,7046.970330505927,731055.0,5151722894.968011
Reference,Russia,USA,Max,2045,7004.431883135477,839896.0000000005,5882994320.917957
Reference,Russia,USA,Max,2046,6962.009661031066,1080203.0,7520383721.874741
Reference,Russia,USA,Max,2047,6919.587438926654,1290480.9999999998,8929596117.773506
Reference,Russia,USA,Max,2048,6877.165216822243,1522266.9999999993,10468881663.11634
Reference,Russia,USA,Max,2049,6834.626769451792,1770877.0000000005,12103283349.606483
Reference,Russia,USA,Max,2050,6792.204547347381,2138690.0000000005,14526419943.366373
Reference,Russia,USA,Min,2018,11037.332389439493,6159.9999999999,67989967.51894617
Reference,Russia,USA,Min,2019,11037.332389439493,6159.9999999999,67989967.51894617
Reference,Russia,USA,Min,2020,11037.332389439493,5150.0,56842261.80561338
Reference,Russia,USA,Min,2021,10569.47351475395,5933.0,62708686.36303519
Reference,Russia,USA,Min,2022,10102.892943004708,12020.0,121436773.1749166
Reference,Russia,USA,Min,2023,9636.312371255466,11813.9999999999,113843394.35401112
Reference,Russia,USA,Min,2024,9169.731799506222,13958.0,127991116.45750785
Reference,Russia,USA,Min,2025,8701.87292482068,16257.999999999902,141475050.01173377
Reference,Russia,USA,Min,2026,8235.29235307144,19285.9999999999,158825848.321335
Reference,Russia,USA,Min,2027,7768.711781322196,21674.0,168379059.14837727
Reference,Russia,USA,Min,2028,7302.131209572954,26017.0,189979547.67945954
Reference,Russia,USA,Min,2029,6834.272334887412,33384.0,228155347.62788138
Reference,Russia,USA,Min,2030,6367.691763138169,37591.999999999905,239374268.75988945
Reference,Russia,USA,Min,2031,6282.847318929347,45271.0,284430780.9752505
Reference,Russia,USA,Min,2032,6198.002874720524,58282.0,361232003.5444616
Reference,Russia,USA,Min,2033,6112.925979979623,65670.9999999999,401441962.0312412
Reference,Russia,USA,Min,2034,6028.081535770801,79187.0,477345692.5730824
Reference,Russia,USA,Min,2035,5943.237091561978,102012.9999999999,606287445.4215114
Reference,Russia,USA,Min,2036,5858.392647353156,115309.0,675525397.773645
Reference,Russia,USA,Min,2037,5773.315752612254,148394.0,856725417.7931428
Reference,Russia,USA,Min,2038,5688.471308403431,189589.0,1078471586.8888981
Reference,Russia,USA,Min,2039,5603.626864194609,240787.0,1349280501.7488272
Reference,Russia,USA,Min,2040,5518.782419985786,304185.99999999977,1678736349.205795
Reference,Russia,USA,Min,2041,5433.7055252448845,382271.0,2077148044.8408873
Reference,Russia,USA,Min,2042,5348.861081036062,456448.9999999999,2441482291.577829
Reference,Russia,USA,Min,2043,5264.016636827239,593436.0000000001,3123856976.89221
Reference,Russia,USA,Min,2044,5179.172192618417,731055.0,3786259727.2746572
Reference,Russia,USA,Min,2045,5094.095297877516,839896.0000000005,4278510264.3061366
Reference,Russia,USA,Min,2046,5009.250853668693,1080203.0,5411007799.885483
Reference,Russia,USA,Min,2047,4924.406409459871,1290480.9999999998,6354852907.686182
Reference,Russia,USA,Min,2048,4839.561965251049,1522266.9999999993,7367105474.156815
Reference,Russia,USA,Min,2049,4754.485070510147,1770877.0000000005,8419608258.2098
Reference,Russia,USA,Min,2050,4669.640626301324,2138690.0000000005,9986913711.06438
Reference,Russia,World,Max,2018,8440.314438555162,6159.9999999999,51992336.94149896
Reference,Russia,World,Max,2019,8440.314438555162,6159.9999999999,51992336.94149896
Reference,Russia,World,Max,2020,8440.314438555162,5150.0,43467619.35855909
Reference,Russia,World,Max,2021,8085.687520347013,5933.0,47972384.05821883
Reference,Russia,World,Max,2022,7732.029528144896,12020.0,92938994.92830165
Reference,Russia,World,Max,2023,7378.371535942781,11813.9999999999,87168081.32562727
Reference,Russia,World,Max,2024,7024.713543740664,13958.0,98050951.64353219
Reference,Russia,World,Max,2025,6670.0866255325145,16257.999999999902,108442268.35790697
Reference,Russia,World,Max,2026,6316.428633330399,19285.9999999999,121818642.62240945
Reference,Russia,World,Max,2027,5962.7706411282825,21674.0,129237090.8758144
Reference,Russia,World,Max,2028,5609.112648926166,26017.0,145932283.78711206
Reference,Russia,World,Max,2029,5254.485730718017,33384.0,175415751.63429028
Reference,Russia,World,Max,2030,4900.827738515901,37591.999999999905,184231916.34628928
Reference,Russia,World,Max,2031,4873.619553489537,45271.0,220633630.80602482
Reference,Russia,World,Max,2032,4846.411368463173,58282.0,282458547.3767707
Reference,Russia,World,Max,2033,4819.128640464134,65670.9999999999,316476996.94791967
Reference,Russia,World,Max,2034,4791.920455437769,79187.0,379457805.10475063
Reference,Russia,World,Max,2035,4764.712270411405,102012.9999999999,486062592.8414782
Reference,Russia,World,Max,2036,4737.504085385041,115309.0,546276858.5816637
Reference,Russia,World,Max,2037,4710.221357386003,148394.0,698968588.1079385
Reference,Russia,World,Max,2038,4683.013172359639,189589.0,887847784.3344915
Reference,Russia,World,Max,2039,4655.804987333275,240787.0,1121057315.4850173
Reference,Russia,World,Max,2040,4628.596802306911,304185.99999999977,1407954346.906529
Reference,Russia,World,Max,2041,4601.314074307871,382271.0,1758948932.4997442
Reference,Russia,World,Max,2042,4574.105889281507,456448.9999999999,2087846059.0566542
Reference,Russia,World,Max,2043,4546.897704255143,593436.0000000001,2698292786.0223556
Reference,Russia,World,Max,2044,4519.689519228779,731055.0,3304141621.4797955
Reference,Russia,World,Max,2045,4492.4067912297405,839896.0000000005,3773154494.3266964
Reference,Russia,World,Max,2046,4465.198606203377,1080203.0,4823320930.016706
Reference,Russia,World,Max,2047,4437.990421177012,1290480.9999999998,5727142316.71093
Reference,Russia,World,Max,2048,4410.782236150648,1522266.9999999993,6714388242.278336
Reference,Russia,World,Max,2049,4383.499508151609,1770877.0000000005,7762638458.496999
Reference,Russia,World,Max,2050,4356.291323125245,2138690.0000000005,9316756689.854733
Reference,Russia,World,Min,2018,7078.973400078524,6159.9999999999,43606476.144483
Reference,Russia,World,Min,2019,7078.973400078524,6159.9999999999,43606476.144483
Reference,Russia,World,Min,2020,7078.973400078524,5150.0,36456713.0104044
Reference,Russia,World,Min,2021,6778.904469287013,5933.0,40219240.21627985
Reference,Russia,World,Min,2022,6479.655398962145,12020.0,77885457.89552498
Reference,Russia,World,Min,2023,6180.4063286372775,11813.9999999999,73015320.36652018
Reference,Russia,World,Min,2024,5881.15725831241,13958.0,82089193.01152462
Reference,Russia,World,Min,2025,5581.088327520899,16257.999999999902,90737334.02883422
Reference,Russia,World,Min,2026,5281.839257196031,19285.9999999999,101865551.91428214
Reference,Russia,World,Min,2027,4982.590186871164,21674.0,107992659.71024562
Reference,Russia,World,Min,2028,4683.341116546297,26017.0,121846485.829185
Reference,Russia,World,Min,2029,4383.272185754785,33384.0,146331158.64923775
Reference,Russia,World,Min,2030,4084.023115429917,37591.999999999905,153526596.95524105
Reference,Russia,World,Min,2031,4029.606745377189,45271.0,182424326.9699707
Reference,Russia,World,Min,2032,3975.190375324461,58282.0,231682045.45466024
Reference,Russia,World,Min,2033,3920.624919326383,65670.9999999999,257471359.07708248
Reference,Russia,World,Min,2034,3866.208549273655,79187.0,306153456.3913329
Reference,Russia,World,Min,2035,3811.792179220927,102012.9999999999,388852355.57886404
Reference,Russia,World,Min,2036,3757.375809168199,115309.0,433259247.1793758
Reference,Russia,World,Min,2037,3702.810353170121,148394.0,549474839.548327
Reference,Russia,World,Min,2038,3648.393983117393,189589.0,691695366.8652434
Reference,Russia,World,Min,2039,3593.9776130646646,240787.0,865383087.5170014
Reference,Russia,World,Min,2040,3539.5612430119368,304185.99999999977,1076684976.266828
Reference,Russia,World,Min,2041,3484.9957870138587,382271.0,1332212824.4975748
Reference,Russia,World,Min,2042,3430.5794169611304,456448.9999999999,1565884544.2924907
Reference,Russia,World,Min,2043,3376.1630469084025,593436.0000000001,2003536693.9051352
Reference,Russia,World,Min,2044,3321.746676855674,731055.0,2428379516.848725
Reference,Russia,World,Min,2045,3267.1812208575966,839896.0000000005,2744092438.6734133
Reference,Russia,World,Min,2046,3212.7648508048683,1080203.0,3470438230.133971
Reference,Russia,World,Min,2047,3158.3484807521404,1290480.9999999998,4075788705.789502
Reference,Russia,World,Min,2048,3103.932110699412,1522266.9999999993,4725013422.35806
Reference,Russia,World,Min,2049,3049.3666547013345,1770877.0000000005,5400053273.377537
Reference,Russia,World,Min,2050,2994.950284648606,2138690.0000000005,6405270224.275129
Reference,Southeast Asia,China,Max,2018,5946.805951935694,49523.0,294503671.1577114
Reference,Southeast Asia,China,Max,2019,5946.805951935694,49523.0,294503671.1577114
Reference,Southeast Asia,China,Max,2020,5946.805951935694,32946.999999999796,195929415.6984241
Reference,Southeast Asia,China,Max,2021,5696.945892423759,33968.9999999997,193519555.01974097
Reference,Southeast Asia,China,Max,2022,5447.768510670054,69276.9999999998,377405059.11368823
Reference,Southeast Asia,China,Max,2023,5198.591128916349,74254.99999999991,386021384.27768296
Reference,Southeast Asia,China,Max,2024,4949.413747162643,88828.9999999998,439651473.7467094
Reference,Southeast Asia,China,Max,2025,4699.5536876507085,108706.9999999999,510874382.7234451
Reference,Southeast Asia,China,Max,2026,4450.376305897003,143350.9999999996,637965893.8266395
Reference,Southeast Asia,China,Max,2027,4201.198924143297,183920.9999999997,772688707.327358
Reference,Southeast Asia,China,Max,2028,3952.021542389592,219904.9999999997,869069297.2791821
Reference,Southeast Asia,China,Max,2029,3702.161482877657,265570.9999999998,983186727.1693015
Reference,Southeast Asia,China,Max,2030,3452.9841011239514,271231.9999999996,936559783.7160503
Reference,Southeast Asia,China,Max,2031,3433.813986333317,279536.9999999997,959878060.2976555
Reference,Southeast Asia,China,Max,2032,3414.643871542683,283198.9999999999,967023729.7770159
Reference,Southeast Asia,China,Max,2033,3395.421235889609,267614.9999999996,908665654.0425963
Reference,Southeast Asia,China,Max,2034,3376.251121098974,271668.9999999996,917222765.8178358
Reference,Southeast Asia,China,Max,2035,3357.0810063083404,276057.99999999977,926749068.4394672
Reference,Southeast Asia,China,Max,2036,3337.9108915177067,294315.0000000001,982397244.0370342
Reference,Southeast Asia,China,Max,2037,3318.688255864632,369320.9999999997,1225661265.3441808
Reference,Southeast Asia,China,Max,2038,3299.518141073998,480440.99999999953,1585223795.2157311
Reference,Southeast Asia,China,Max,2039,3280.348026283364,610194.9999999997,2001651963.8979762
Reference,Southeast Asia,China,Max,2040,3261.17791149273,728855.9999999998,2376929087.858945
Reference,Southeast Asia,China,Max,2041,3241.9552758396558,918574.9999999995,2977979067.50441
Reference,Southeast Asia,China,Max,2042,3222.7851610490216,1078193.0000000005,3474784401.146929
Reference,Southeast Asia,China,Max,2043,3203.615046258388,1280772.9999999995,4103103653.641493
Reference,Southeast Asia,China,Max,2044,3184.444931467753,1533102.9999999995,4882082077.768005
Reference,Southeast Asia,China,Max,2045,3165.222295814679,1761356.0,5575083282.06696
Reference,Southeast Asia,China,Max,2046,3146.052181024045,2068746.0,6508382865.284769
Reference,Southeast Asia,China,Max,2047,3126.8820662334106,2401320.0,7508644443.287615
Reference,Southeast Asia,China,Max,2048,3107.7119514427764,2724931.0,8468300635.556916
Reference,Southeast Asia,China,Max,2049,3088.4893157897022,3030771.999999999,9360506940.594585
Reference,Southeast Asia,China,Max,2050,3069.319200999068,3383617.0,10385400626.926865
Reference,Southeast Asia,China,Min,2018,4987.643701623485,49523.0,247003079.03549987
Reference,Southeast Asia,China,Min,2019,4987.643701623485,49523.0,247003079.03549984
Reference,Southeast Asia,China,Min,2020,4987.643701623485,32946.999999999796,164327897.03738797
Reference,Southeast Asia,China,Min,2021,4776.2236512672325,33968.9999999997,162243541.2098952
Reference,Southeast Asia,China,Min,2022,4565.381251321789,69276.9999999998,316275916.9478187
Reference,Southeast Asia,China,Min,2023,4354.538851376346,74254.99999999991,323346282.4089502
Reference,Southeast Asia,China,Min,2024,4143.696451430904,88828.9999999998,368080412.08415496
Reference,Southeast Asia,China,Min,2025,3932.276401074651,108706.9999999999,427465970.7316217
Reference,Southeast Asia,China,Min,2026,3721.434001129208,143350.9999999996,533471285.49587166
Reference,Southeast Asia,China,Min,2027,3510.591601183765,183920.9999999997,645671517.8813181
Reference,Southeast Asia,China,Min,2028,3299.749201238322,219904.9999999997,725631348.0983121
Reference,Southeast Asia,China,Min,2029,3088.3291508820694,265570.9999999998,820170660.9289014
Reference,Southeast Asia,China,Min,2030,2877.4867509366263,271231.9999999996,780466486.4300419
Reference,Southeast Asia,China,Min,2031,2839.146521355358,279536.9999999997,793646501.1401118
Reference,Southeast Asia,China,Min,2032,2800.80629177409,283198.9999999999,793185541.0241302
Reference,Southeast Asia,China,Min,2033,2762.361020467941,267614.9999999996,739249244.492527
Reference,Southeast Asia,China,Min,2034,2724.020790886673,271668.9999999996,740032004.2393904
Reference,Southeast Asia,China,Min,2035,2685.6805613054044,276057.99999999977,741403604.3928468
Reference,Southeast Asia,China,Min,2036,2647.3403317241364,294315.0000000001,779151969.7313895
Reference,Southeast Asia,China,Min,2037,2608.895060417988,369320.9999999997,963519732.608631
Reference,Southeast Asia,China,Min,2038,2570.5548308367192,480440.99999999953,1234999933.482023
Reference,Southeast Asia,China,Min,2039,2532.2146012554517,610194.9999999997,1545144688.6130695
Reference,Southeast Asia,China,Min,2040,2493.874371674183,728855.9999999998,1817675299.0409577
Reference,Southeast Asia,China,Min,2041,2455.429100368034,918574.9999999995,2255495785.8705654
Reference,Southeast Asia,China,Min,2042,2417.088870786766,1078193.0000000005,2606088300.8601966
Reference,Southeast Asia,China,Min,2043,2378.7486412054977,1280772.9999999995,3046637033.4426875
Reference,Southeast Asia,China,Min,2044,2340.4084116242293,1533102.9999999995,3588087157.08634
Reference,Southeast Asia,China,Min,2045,2301.963140318081,1761356.0,4054576588.978094
Reference,Southeast Asia,China,Min,2046,2263.6229107368126,2068746.0,4682860842.095139
Reference,Southeast Asia,China,Min,2047,2225.282681155544,2401320.0,5343615807.912432
Reference,Southeast Asia,China,Min,2048,2186.942451574276,2724931.0,5959267281.510744
Reference,Southeast Asia,China,Min,2049,2148.4971802681275,3030771.999999999,6511605096.035591
Reference,Southeast Asia,China,Min,2050,2110.156950686859,3383617.0,7139962931.012218
Reference,Southeast Asia,USA,Max,2018,13159.89631048555,49523.0,651717544.9841759
Reference,Southeast Asia,USA,Max,2019,13159.89631048555,49523.0,651717544.9841759
Reference,Southeast Asia,USA,Max,2020,13159.89631048555,32946.999999999796,433579103.74156475
Reference,Southeast Asia,USA,Max,2021,12606.972185857185,33968.9999999997,428246238.1813789
Reference,Southeast Asia,USA,Max,2022,12055.558782880806,69276.9999999998,835172945.8016312
Reference,Southeast Asia,USA,Max,2023,11504.145379904428,74254.99999999991,854240315.1848023
Reference,Southeast Asia,USA,Max,2024,10952.73197692805,88828.9999999998,972920228.7785394
Reference,Southeast Asia,USA,Max,2025,10399.807852299682,108706.9999999999,1130531912.1999404
Reference,Southeast Asia,USA,Max,2026,9848.394449323305,143350.9999999996,1411777192.7049413
Reference,Southeast Asia,USA,Max,2027,9296.981046346926,183920.9999999997,1709910051.02517
Reference,Southeast Asia,USA,Max,2028,8745.567643370548,219904.9999999997,1923194052.6153977
Reference,Southeast Asia,USA,Max,2029,8192.643518742181,265570.9999999998,2175728531.9158783
Reference,Southeast Asia,USA,Max,2030,7641.230115765803,271231.9999999996,2072546126.7593873
Reference,Southeast Asia,USA,Max,2031,7598.807893661392,279536.9999999997,2124147962.170422
Reference,Southeast Asia,USA,Max,2032,7556.385671556981,283198.9999999999,2139960865.7992647
Reference,Southeast Asia,USA,Max,2033,7513.84722418653,267614.9999999996,2010818224.9006753
Reference,Southeast Asia,USA,Max,2034,7471.425002082118,271668.9999999996,2029754558.8906438
Reference,Southeast Asia,USA,Max,2035,7429.002779977707,276057.99999999977,2050835649.4350843
Reference,Southeast Asia,USA,Max,2036,7386.580557873296,294315.0000000001,2173981456.89048
Reference,Southeast Asia,USA,Max,2037,7344.042110502845,369320.9999999997,2712308976.2930193
Reference,Southeast Asia,USA,Max,2038,7301.619888398434,480440.99999999953,3507997560.8020287
Reference,Southeast Asia,USA,Max,2039,7259.197666294023,610194.9999999997,4429526119.984279
Reference,Southeast Asia,USA,Max,2040,7216.775444189611,728855.9999999998,5259990083.150262
Reference,Southeast Asia,USA,Max,2041,7174.236996819161,918574.9999999995,6590074749.353157
Reference,Southeast Asia,USA,Max,2042,7131.81477471475,1078193.0000000005,7689472767.394023
Reference,Southeast Asia,USA,Max,2043,7089.3925526103385,1280772.9999999995,9079902567.784397
Reference,Southeast Asia,USA,Max,2044,7046.970330505927,1533102.9999999995,10803731354.609625
Reference,Southeast Asia,USA,Max,2045,7004.431883135477,1761356.0,12337298123.951973
Reference,Southeast Asia,USA,Max,2046,6962.009661031066,2068746.0,14402629638.219372
Reference,Southeast Asia,USA,Max,2047,6919.587438926654,2401320.0,16616143708.843353
Reference,Southeast Asia,USA,Max,2048,6877.165216822243,2724931.0,18739800691.44065
Reference,Southeast Asia,USA,Max,2049,6834.626769451792,3030771.999999999,20714195443.30494
Reference,Southeast Asia,USA,Max,2050,6792.204547347381,3383617.0,22982218773.881905
Reference,Southeast Asia,USA,Min,2018,11037.332389439493,49523.0,546601811.922212
Reference,Southeast Asia,USA,Min,2019,11037.332389439493,49523.0,546601811.922212
Reference,Southeast Asia,USA,Min,2020,11037.332389439493,32946.999999999796,363646990.2348607
Reference,Southeast Asia,USA,Min,2021,10569.47351475395,33968.9999999997,359034445.8226738
Reference,Southeast Asia,USA,Min,2022,10102.892943004708,69276.9999999998,699898114.4125352
Reference,Southeast Asia,USA,Min,2023,9636.312371255466,74254.99999999991,715544375.1275737
Reference,Southeast Asia,USA,Min,2024,9169.731799506222,88828.9999999998,814538106.0183364
Reference,Southeast Asia,USA,Min,2025,8701.87292482068,108706.9999999999,945954500.0384808
Reference,Southeast Asia,USA,Min,2026,8235.29235307144,143350.9999999996,1180537394.1051407
Reference,Southeast Asia,USA,Min,2027,7768.711781322196,183920.9999999997,1428829239.5325572
Reference,Southeast Asia,USA,Min,2028,7302.131209572954,219904.9999999997,1605775163.6411383
Reference,Southeast Asia,USA,Min,2029,6834.272334887412,265570.9999999998,1814984538.2483838
Reference,Southeast Asia,USA,Min,2030,6367.691763138169,271231.9999999996,1727121772.2994895
Reference,Southeast Asia,USA,Min,2031,6282.847318929347,279536.9999999997,1756288290.991551
Reference,Southeast Asia,USA,Min,2032,6198.002874720524,283198.9999999999,1755268216.1179771
Reference,Southeast Asia,USA,Min,2033,6112.925979979623,267614.9999999996,1635910686.1322443
Reference,Southeast Asia,USA,Min,2034,6028.081535770801,271668.9999999996,1637642882.7413151
Reference,Southeast Asia,USA,Min,2035,5943.237091561978,276057.99999999977,1640678145.0224152
Reference,Southeast Asia,USA,Min,2036,5858.392647353156,294315.0000000001,1724212832.0057445
Reference,Southeast Asia,USA,Min,2037,5773.315752612254,369320.9999999997,2132206747.0705085
Reference,Southeast Asia,USA,Min,2038,5688.471308403431,480440.99999999953,2732974843.88065
Reference,Southeast Asia,USA,Min,2039,5603.626864194609,610194.9999999997,3419305094.3972273
Reference,Southeast Asia,USA,Min,2040,5518.782419985786,728855.9999999998,4022397679.5011587
Reference,Southeast Asia,USA,Min,2041,5433.7055252448845,918574.9999999995,4991266052.851816
Reference,Southeast Asia,USA,Min,2042,5348.861081036062,1078193.0000000005,5767104575.545517
Reference,Southeast Asia,USA,Min,2043,5264.016636827239,1280772.9999999995,6742010379.99913
Reference,Southeast Asia,USA,Min,2044,5179.172192618417,1533102.9999999995,7940204426.019871
Reference,Southeast Asia,USA,Min,2045,5094.095297877516,1761356.0,8972515317.48835
Reference,Southeast Asia,USA,Min,2046,5009.250853668693,2068746.0,10362867666.523693
Reference,Southeast Asia,USA,Min,2047,4924.406409459871,2401320.0,11825075599.164177
Reference,Southeast Asia,USA,Min,2048,4839.561965251049,2724931.0,13187472425.533504
Reference,Southeast Asia,USA,Min,2049,4754.485070510147,3030771.999999999,14409760226.120174
Reference,Southeast Asia,USA,Min,2050,4669.640626301324,3383617.0,15800275407.043808
